cite,jac,jac_match,lev,lev_match,partial,partial_match,ria,sor,sor_match,source,type,citeulike
National Emission Standards for Hazardous Air Pollutants Area Source Standards for Nine Metal Fabrication and Finishing Source Categories,0.03448275862068961,National Emission Standards for Hazardous Air Pollutants Area Source Standards for Nine Metal Fabrication and Finishing Source Categories Final Rule,0.07432432432432433,National Emission Standards for Hazardous Air Pollutants Area Source Standards for Nine Metal Fabrication and Finishing Source Categories Final Rule,0.0,National Emission Standards for Hazardous Air Pollutants Area Source Standards for Nine Metal Fabrication and Finishing Source Categories Final Rule,2040-AE95,0.017543859649122858,National Emission Standards for Hazardous Air Pollutants Area Source Standards for Nine Metal Fabrication and Finishing Source Categories Final Rule,pc,,no match
National Emission Standards for Hazardous Air Pollutants Paint Stripping and Miscellaneous Surface Coating Operations at Area Sources,0.06896551724137934,National Emission Standards for Hazardous Air Pollutants Paint Stripping and Miscellaneous Surface Coating Operations at Area Sources Final Rule,0.0763888888888889,National Emission Standards for Hazardous Air Pollutants Paint Stripping and Miscellaneous Surface Coating Operations at Area Sources Final Rule,0.0,National Emission Standards for Hazardous Air Pollutants Paint Stripping and Miscellaneous Surface Coating Operations at Area Sources Final Rule,2040-AE95,0.0357142857142857,National Emission Standards for Hazardous Air Pollutants Paint Stripping and Miscellaneous Surface Coating Operations at Area Sources Final Rule,pc,,no match
Revision of Source Category List for Standards Under Section 112k of the Clean Air Act and National Emission Standards for Hazardous Air Pollutants for Area Sources Ferroalloys Production Facilities,0.2058823529411765,Revision of Source Category List for Standards Under Section 112k of the Clean Air,0.5858585858585859,Revision of Source Category List for Standards Under Section 112k of the Clean Air,0.0,Revision of Source Category List for Standards Under Section 112k of the Clean Air,2040-AE95,0.11475409836065575,Revision of Source Category List for Standards Under Section 112k of the Clean Air,pc,,no match
Standards of Performance for Petroleum Refineries,0.05263157894736848,Standards of Performance for Petroleum Refineries Final Rule,0.18333333333333326,Standards of Performance for Petroleum Refineries Final Rule,0.0,Standards of Performance for Petroleum Refineries Final Rule,2040-AE95,0.027027027027026973,Standards of Performance for Petroleum Refineries Final Rule,pc,,no match
Petroleum Refining Industry Profile,0.0,Petroleum Refining Industry Profile,0.0,Petroleum Refining Industry Profile,0.0,Petroleum Refining Industry Profile,2040-AE95,0.0,Petroleum Refining Industry Profile,pc,Non-Government Report,no match
Food industry MA activity comparatively quiet in,0.125,Food industry MA activity comparatively quiet in 2009,0.09433962264150944,Food industry MA activity comparatively quiet in 2009,0.0,Food industry MA activity comparatively quiet in 2009,2040-AE95,0.06666666666666665,Food industry MA activity comparatively quiet in 2009,pc,,no match
Chesapeake Bay Program Improved strategies are needed to better assess report and manage restoration progress GAO0696 Chesapeake Bay Program United States Government Accountability Office,0.17647058823529416,Chesapeake Bay Program Improved strategies are needed to better assess report and manage restoration progress GAO0696 Chesapeake Bay Program,0.25133689839572193,Chesapeake Bay Program Improved strategies are needed to better assess report and manage restoration progress GAO0696 Chesapeake Bay Program,0.0,Chesapeake Bay Program Improved strategies are needed to better assess report and manage restoration progress GAO0696 Chesapeake Bay Program,2040-AE95,0.09677419354838712,Chesapeake Bay Program Improved strategies are needed to better assess report and manage restoration progress GAO0696 Chesapeake Bay Program,pc,,no match
Global Oil and Gas Capital Expenditure Outlook  2010 National OilCompanies NOCs to Drive Investment Available at httpwwwinvestorideascomResearchPDFsCAPEXPRpdf Goolsbee Austan,0.2432432432432432,Global Oil and Gas Capital Expenditure Outlook  2010 National OilCompanies NOCs to Drive Investment,0.4310344827586207,Global Oil and Gas Capital Expenditure Outlook  2010 National OilCompanies NOCs to Drive Investment,0.0,Global Oil and Gas Capital Expenditure Outlook  2010 National OilCompanies NOCs to Drive Investment,2040-AE95,0.1384615384615384,Global Oil and Gas Capital Expenditure Outlook  2010 National OilCompanies NOCs to Drive Investment,pc,,no match
Industry Outlook Pulp and Paper,0.0,Industry Outlook Pulp and Paper,0.0,Industry Outlook Pulp and Paper,0.0,Industry Outlook Pulp and Paper,2040-AE95,0.0,Industry Outlook Pulp and Paper,pc,Other,no match
Restoration Initiative,0.375,Clean Air Interstate Rule,0.6271186440677966,Great Lakes Restoration Initiative Action Plan FY2010FY2014,0.0,Great Lakes Restoration Initiative Action Plan FY2010FY2014,2040-AE95,0.23076923076923075,Clean Air Interstate Rule,pc,,no match
Economic Developments Remarks before the Economic Club of,0.2857142857142857,SubIndustry Outlook Diversified Chemicals,0.631578947368421,Economic Developments,0.0,Economic Developments,2040-AE95,0.16666666666666666,SubIndustry Outlook Diversified Chemicals,pc,,no match
2001The Economics of Art and Culture,0.13043478260869568,The Economics of Art and Culture,0.1111111111111111,The Economics of Art and Culture,0.0,The Economics of Art and Culture,2040-AE95,0.06976744186046513,The Economics of Art and Culture,pc,,no match
The Mixed Logit Model The State of Practice,0.0,The Mixed Logit Model The State of Practice,0.0,The Mixed Logit Model The State of Practice,0.0,The Mixed Logit Model The State of Practice,2040-AE95,0.0,The Mixed Logit Model The State of Practice,pc,Scholarly Journal,10.1023/a:102255871535
State of food manufacturing period of polarization emerges Food Engineering,0.09523809523809523,State of food manufacturing period of polarization emerges,0.22666666666666666,State of food manufacturing period of polarization emerges,0.0,State of food manufacturing period of polarization emerges,2040-AE95,0.05000000000000005,State of food manufacturing period of polarization emerges,pc,,no match
Benefits Analysis for Proposed 316b Existing Facilities Rule References,0.125,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,0.4536082474226804,Economic and Benefits Analysis for the Proposed Section 316b Phase II Existing Facilities Rule US,0.0,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,2040-AE95,0.06666666666666665,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,pc,,no match
Labeling Genetically Modified Food Heterogeneous Consumer Preferences and the Value of Information,0.0,Labeling Genetically Modified Food Heterogeneous Consumer Preferences and the Value of Information,0.0,Labeling Genetically Modified Food Heterogeneous Consumer Preferences and the Value of Information,0.0,Labeling Genetically Modified Food Heterogeneous Consumer Preferences and the Value of Information,2040-AE95,0.0,Labeling Genetically Modified Food Heterogeneous Consumer Preferences and the Value of Information,pc,Scholarly Journal,no match
Data extracted from IDEA on,0.0625,Data extracted from IDEA,0.1111111111111111,Data extracted from IDEA,0.0,Data extracted from IDEA on June 23 2010,2040-AE95,0.032258064516129004,Data extracted from IDEA,pc,,no match
Global cycle changes the rules for US pulp and paper” PIMA’s,0.27586206896551724,Global cycle changes the rules for US pulp and paper,0.1875,Global cycle changes the rules for US pulp and paper,0.0,Global cycle changes the rules for US pulp and paper,2040-AE95,0.16000000000000006,Global cycle changes the rules for US pulp and paper,pc,,no match
Recession Prompts Shift in Chemical Strategies Available at,0.13043478260869568,Recession Prompts Shift in Chemical Strategies,0.22033898305084745,Recession Prompts Shift in Chemical Strategies,0.0,Recession Prompts Shift in Chemical Strategies,2040-AE95,0.06976744186046513,Recession Prompts Shift in Chemical Strategies,pc,,no match
Willingness to Pay for Agricultural Land Preservation and Policy Process Attributes Does the Method Matter,0.0,Willingness to Pay for Agricultural Land Preservation and Policy Process Attributes Does the Method Matter,0.0,Willingness to Pay for Agricultural Land Preservation and Policy Process Attributes Does the Method Matter,0.0,Willingness to Pay for Agricultural Land Preservation and Policy Process Attributes Does the Method Matter,2040-AE95,0.0,Willingness to Pay for Agricultural Land Preservation and Policy Process Attributes Does the Method Matter,pc,,10.1111/j.1467-8276.2007.01029.
Willingness to Pay for Land Preservation Across States and Jurisdictional Scale Implications for Benefit Transfer,0.0,Willingness to Pay for Land Preservation Across States and Jurisdictional Scale Implications for Benefit Transfer,0.0,Willingness to Pay for Land Preservation Across States and Jurisdictional Scale Implications for Benefit Transfer,0.0,Willingness to Pay for Land Preservation Across States and Jurisdictional Scale Implications for Benefit Transfer,2040-AE95,0.0,Willingness to Pay for Land Preservation Across States and Jurisdictional Scale Implications for Benefit Transfer,pc,,no match
Methods Trends and Controversies in Contemporary Benefit Transfer,0.0,Methods Trends and Controversies in Contemporary Benefit Transfer,0.0,Methods Trends and Controversies in Contemporary Benefit Transfer,0.0,Methods Trends and Controversies in Contemporary Benefit Transfer,2040-AE95,0.0,Methods Trends and Controversies in Contemporary Benefit Transfer,pc,Scholarly Journal,no match
Contingent valuation focus groups Insights from ethnographic interview techniques,0.0,Contingent valuation focus groups Insights from ethnographic interview techniques,0.0,Contingent valuation focus groups Insights from ethnographic interview techniques,0.0,Contingent valuation focus groups Insights from ethnographic interview techniques,2040-AE95,0.0,Contingent valuation focus groups Insights from ethnographic interview techniques,pc,Other,no match
Restructuring Competition and Regulatory Reform in the US,0.04166666666666663,Restructuring Competition and Regulatory Reform in the US Electricity Sector,0.25,Restructuring Competition and Regulatory Reform in the US Electricity Sector,0.0,Restructuring Competition and Regulatory Reform in the US Electricity Sector,2040-AE95,0.021276595744680882,Restructuring Competition and Regulatory Reform in the US Electricity Sector,pc,,no match
Business Fixed Investment And The Recent Business Cycle,0.12,Business Fixed Investment And The Recent Business Cycle In Japan,0.140625,Business Fixed Investment And The Recent Business Cycle In Japan,0.0,Business Fixed Investment And The Recent Business Cycle In Japan,2040-AE95,0.06382978723404252,Business Fixed Investment And The Recent Business Cycle In Japan,pc,,no match
Approximating the Statistical Properties of Elasticities,0.04545454545454541,On Approximating the Statistical Properties of Elasticities,0.05084745762711865,On Approximating the Statistical Properties of Elasticities,0.0,On Approximating the Statistical Properties of Elasticities,2040-AE95,0.023255813953488413,On Approximating the Statistical Properties of Elasticities,pc,,no match
